project_id,area_sqft,floors,bedrooms,bathrooms,location,location_tier,location_encoded,quality_tier,quality_encoded,construction_type,total_cost,cost_per_sqft,cement_cost,steel_cost,labor_cost,data_source
PROJ_house-price-dataset-of-india_House Price India_cleaned_5890,3960,2.0,4,2.25,3960,Tier2,1,9,2,Residential,1400000,353.5353535353535,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5891,6400,1.0,3,3.75,6400,Tier2,1,10,2,Residential,1330000,207.8125,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5892,3470,1.0,4,3.25,3470,Tier2,1,11,2,Residential,1320000,380.4034582132565,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5893,3310,1.0,4,2.25,3310,Tier2,1,9,2,Residential,1100000,332.3262839879154,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5894,1780,1.5,4,2.0,1780,Tier2,1,8,2,Residential,1000000,561.7977528089888,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5895,3200,2.0,3,2.25,3200,Tier2,1,9,2,Residential,995000,310.9375,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5896,3160,1.0,4,2.5,3160,Tier2,1,10,2,Residential,940000,297.46835443037975,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5897,2900,1.0,4,3.0,2900,Tier2,1,8,2,Residential,930000,320.6896551724138,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5898,3660,2.0,3,3.25,3660,Tier2,1,10,2,Residential,920000,251.36612021857923,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5899,1800,2.0,4,1.75,1800,Tier2,1,8,2,Residential,865000,480.55555555555554,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5900,2960,2.0,3,3.0,2960,Tier2,1,10,2,Residential,849000,286.8243243243243,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5901,3130,2.0,4,2.75,3130,Tier2,1,10,2,Residential,840000,268.37060702875397,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5902,2920,2.0,4,2.5,2920,Tier2,1,10,2,Residential,820000,280.82191780821915,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5903,2060,1.0,4,1.5,2060,Tier2,1,8,2,Residential,815000,395.63106796116506,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5904,2930,2.0,4,2.5,2930,Tier2,1,9,2,Residential,800000,273.03754266211604,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5905,3400,2.0,4,2.5,3400,Tier2,1,9,2,Residential,799000,235.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5906,3230,2.0,4,2.5,3230,Tier2,1,9,2,Residential,785000,243.03405572755418,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5907,3080,2.5,4,2.5,3080,Tier2,1,8,2,Residential,750000,243.5064935064935,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5908,2520,1.0,4,1.75,2520,Tier2,1,8,2,Residential,750000,297.6190476190476,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5909,2960,2.0,3,2.5,2960,Tier2,1,9,2,Residential,750000,253.3783783783784,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5911,2060,1.0,3,2.5,2060,Tier2,1,8,2,Residential,731100,354.90291262135923,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5912,1980,2.0,3,1.5,1980,Tier2,1,8,2,Residential,707000,357.07070707070704,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5913,1620,1.0,3,1.75,1620,Tier2,1,7,2,Residential,680000,419.75308641975306,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5914,2540,1.5,5,2.25,2540,Tier2,1,7,2,Residential,660000,259.84251968503935,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5915,2670,1.5,4,2.0,2670,Tier2,1,9,2,Residential,630000,235.95505617977528,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5916,2100,2.0,4,2.25,2100,Tier2,1,8,2,Residential,625000,297.6190476190476,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5917,2660,1.0,3,2.0,2660,Tier2,1,7,2,Residential,605000,227.4436090225564,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5918,2510,2.0,4,2.25,2510,Tier2,1,9,2,Residential,605000,241.0358565737052,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5919,2810,1.0,4,2.75,2810,Tier2,1,8,2,Residential,600000,213.52313167259786,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5921,2910,2.0,4,2.5,2910,Tier2,1,8,2,Residential,595000,204.46735395189003,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5922,2110,2.0,3,2.5,2110,Tier2,1,9,2,Residential,590000,279.62085308056874,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5923,2330,1.5,4,2.75,2330,Tier2,1,7,2,Residential,580000,248.92703862660943,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5927,2650,2.0,4,2.5,2650,Tier2,1,8,2,Residential,559950,211.30188679245282,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5928,2420,1.0,4,2.25,2420,Tier2,1,8,2,Residential,549000,226.8595041322314,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5929,1910,1.0,4,1.75,1910,Tier2,1,7,2,Residential,545000,285.34031413612564,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5930,1540,3.0,3,2.5,1540,Tier2,1,8,2,Residential,543000,352.5974025974026,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5931,2500,2.0,3,2.5,2500,Tier2,1,8,2,Residential,539900,215.96,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5933,1970,2.0,3,2.5,1970,Tier2,1,7,2,Residential,530000,269.03553299492387,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5934,1570,1.0,3,1.75,1570,Tier2,1,8,2,Residential,515000,328.02547770700636,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5936,1900,2.0,2,2.5,1900,Tier2,1,8,2,Residential,504975,265.7763157894737,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5937,1250,1.0,2,2.0,1250,Tier2,1,7,2,Residential,500000,400.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5939,2140,1.0,5,1.75,2140,Tier2,1,7,2,Residential,485000,226.6355140186916,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5941,1260,1.5,4,1.0,1260,Tier2,1,7,2,Residential,461000,365.87301587301585,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5942,2050,2.0,3,2.5,2050,Tier2,1,8,2,Residential,457000,222.9268292682927,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5943,1720,1.0,3,2.0,1720,Tier2,1,9,2,Residential,441000,256.3953488372093,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5944,1880,1.0,3,2.25,1880,Tier2,1,7,2,Residential,440000,234.04255319148936,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5946,1778,2.0,3,2.5,1778,Tier2,1,7,2,Residential,435000,244.65691788526433,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5950,1020,1.0,3,1.0,1020,Tier2,1,7,2,Residential,410000,401.96078431372547,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5951,1480,1.0,2,1.75,1480,Tier2,1,6,2,Residential,409000,276.35135135135135,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5952,1690,2.0,3,2.5,1690,Tier2,1,8,2,Residential,404763,239.50473372781065,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5954,1630,1.0,3,2.0,1630,Tier2,1,7,2,Residential,376500,230.98159509202455,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5955,1740,1.0,3,1.75,1740,Tier2,1,7,2,Residential,364500,209.48275862068965,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5956,780,1.0,2,1.0,780,Tier2,1,6,2,Residential,360000,461.53846153846155,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5957,1720,1.0,3,1.75,1720,Tier2,1,8,2,Residential,348000,202.32558139534885,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5959,1360,2.0,3,2.5,1360,Tier2,1,8,2,Residential,345000,253.6764705882353,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5961,1590,1.0,4,2.0,1590,Tier2,1,8,2,Residential,337000,211.9496855345912,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5962,1380,1.0,3,1.0,1380,Tier2,1,7,2,Residential,335000,242.7536231884058,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5963,880,1.0,2,1.0,880,Tier2,1,7,2,Residential,334550,380.17045454545456,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5968,1010,2.0,2,1.0,1010,Tier2,1,7,2,Residential,315000,311.8811881188119,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5969,1260,2.0,3,2.5,1260,Tier2,1,8,2,Residential,315000,250.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5972,1280,1.0,3,1.0,1280,Tier2,1,6,2,Residential,309000,241.40625,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5974,1160,1.0,3,2.0,1160,Tier2,1,7,2,Residential,306000,263.7931034482759,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5976,1260,3.0,3,2.5,1260,Tier2,1,8,2,Residential,305000,242.06349206349208,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5988,980,1.0,3,1.0,980,Tier2,1,7,2,Residential,237502,242.34897959183672,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_5999,3940,2.0,5,4.75,3940,Tier2,1,10,2,Residential,1700000,431.4720812182741,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6000,3230,1.0,4,3.5,3230,Tier2,1,10,2,Residential,1390000,430.3405572755418,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6001,4080,2.0,4,3.5,4080,Tier2,1,12,2,Residential,1290000,316.1764705882353,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6002,4390,1.0,4,4.0,4390,Tier2,1,11,2,Residential,1280000,291.57175398633257,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6003,3020,2.0,4,2.75,3020,Tier2,1,9,2,Residential,1190000,394.03973509933775,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6004,3380,3.0,3,3.5,3380,Tier2,1,10,2,Residential,1190000,352.07100591715977,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6005,3860,2.0,4,2.5,3860,Tier2,1,10,2,Residential,1160000,300.5181347150259,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6006,4540,2.0,4,3.5,4540,Tier2,1,11,2,Residential,1150000,253.30396475770925,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6008,2600,1.5,4,1.75,2600,Tier2,1,8,2,Residential,1020000,392.3076923076923,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6009,2480,1.0,4,2.5,2480,Tier2,1,9,2,Residential,1010000,407.258064516129,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6010,2550,2.0,3,4.0,2550,Tier2,1,8,2,Residential,990000,388.2352941176471,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6011,3240,2.0,4,2.5,3240,Tier2,1,9,2,Residential,975000,300.9259259259259,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6012,2590,2.0,3,2.5,2590,Tier2,1,8,2,Residential,815000,314.6718146718147,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6013,3230,1.0,4,2.5,3230,Tier2,1,8,2,Residential,795000,246.13003095975233,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6014,2560,1.0,2,3.0,2560,Tier2,1,8,2,Residential,790000,308.59375,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6015,3140,2.0,4,2.5,3140,Tier2,1,10,2,Residential,780000,248.40764331210192,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6016,3540,2.0,5,2.0,3540,Tier2,1,9,2,Residential,775000,218.92655367231637,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6017,1760,1.0,3,2.0,1760,Tier2,1,7,2,Residential,715000,406.25,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6018,1600,1.0,3,1.75,1600,Tier2,1,7,2,Residential,625000,390.625,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6019,2530,1.0,4,2.25,2530,Tier2,1,7,2,Residential,618000,244.2687747035573,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6020,2120,2.0,4,2.5,2120,Tier2,1,8,2,Residential,615000,290.0943396226415,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6022,2340,2.0,4,2.5,2340,Tier2,1,9,2,Residential,597000,255.12820512820514,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6023,1560,1.5,3,1.0,1560,Tier2,1,7,2,Residential,595000,381.4102564102564,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6024,2340,2.0,4,2.5,2340,Tier2,1,8,2,Residential,569500,243.3760683760684,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6025,1580,1.5,4,1.5,1580,Tier2,1,7,2,Residential,535000,338.60759493670884,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6026,980,1.0,2,1.0,980,Tier2,1,7,2,Residential,535000,545.9183673469388,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6027,1210,3.0,3,2.25,1210,Tier2,1,8,2,Residential,520000,429.75206611570246,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6028,1640,1.0,2,1.75,1640,Tier2,1,7,2,Residential,516000,314.6341463414634,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6029,1350,2.0,2,2.25,1350,Tier2,1,7,2,Residential,482000,357.037037037037,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6030,1510,1.5,3,2.0,1510,Tier2,1,7,2,Residential,479200,317.35099337748346,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6031,1260,1.0,3,1.75,1260,Tier2,1,7,2,Residential,475000,376.984126984127,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6032,2010,2.0,3,2.5,2010,Tier2,1,8,2,Residential,463000,230.34825870646767,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6033,1570,1.0,3,1.5,1570,Tier2,1,7,2,Residential,458000,291.71974522292993,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6034,1830,1.5,5,1.75,1830,Tier2,1,6,2,Residential,452000,246.9945355191257,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6035,1250,1.0,3,1.5,1250,Tier2,1,7,2,Residential,452000,361.6,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6036,1450,1.5,3,1.0,1450,Tier2,1,7,2,Residential,450000,310.3448275862069,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6037,1370,1.0,3,1.0,1370,Tier2,1,7,2,Residential,447000,326.2773722627737,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6038,1800,1.0,3,2.25,1800,Tier2,1,8,2,Residential,445000,247.22222222222223,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6039,1800,1.0,3,1.5,1800,Tier2,1,7,2,Residential,442500,245.83333333333334,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6041,1840,1.0,3,1.75,1840,Tier2,1,8,2,Residential,432100,234.83695652173913,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6042,980,1.5,3,1.0,980,Tier2,1,7,2,Residential,425000,433.6734693877551,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6043,1500,1.0,3,1.5,1500,Tier2,1,7,2,Residential,419000,279.3333333333333,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6044,1750,1.0,3,1.5,1750,Tier2,1,7,2,Residential,410000,234.28571428571428,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6047,1900,2.0,3,3.5,1900,Tier2,1,8,2,Residential,385000,202.6315789473684,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6048,1430,2.0,3,2.25,1430,Tier2,1,8,2,Residential,384000,268.53146853146853,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6049,1480,1.0,3,1.75,1480,Tier2,1,6,2,Residential,375950,254.02027027027026,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6053,1250,1.0,3,1.5,1250,Tier2,1,7,2,Residential,358000,286.4,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6054,960,1.0,2,1.0,960,Tier2,1,6,2,Residential,355000,369.7916666666667,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6058,1570,1.0,3,1.75,1570,Tier2,1,7,2,Residential,335000,213.37579617834396,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6059,1440,1.0,2,2.0,1440,Tier2,1,6,2,Residential,327200,227.22222222222223,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6062,1330,1.0,3,1.75,1330,Tier2,1,7,2,Residential,295500,222.18045112781954,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6063,1170,1.0,2,1.0,1170,Tier2,1,7,2,Residential,286000,244.44444444444446,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6064,1250,1.0,3,1.0,1250,Tier2,1,7,2,Residential,275000,220.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6065,930,1.0,2,1.75,930,Tier2,1,6,2,Residential,275000,295.6989247311828,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6074,3680,2.0,4,2.5,3680,Tier2,1,9,2,Residential,1900000,516.304347826087,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6075,3190,1.0,4,2.75,3190,Tier2,1,9,2,Residential,1650000,517.2413793103449,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6076,3270,2.0,5,3.5,3270,Tier2,1,9,2,Residential,1310000,400.61162079510706,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6077,3820,2.0,4,2.75,3820,Tier2,1,10,2,Residential,1270000,332.4607329842932,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6078,2880,2.0,4,2.5,2880,Tier2,1,10,2,Residential,1260000,437.5,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6079,3410,1.5,4,2.75,3410,Tier2,1,10,2,Residential,1230000,360.7038123167155,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6080,4370,2.0,4,3.5,4370,Tier2,1,11,2,Residential,1150000,263.1578947368421,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6081,1980,2.0,4,3.75,1980,Tier2,1,9,2,Residential,912000,460.6060606060606,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6083,2450,1.0,3,1.75,2450,Tier2,1,8,2,Residential,850000,346.9387755102041,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6084,2920,2.0,4,2.5,2920,Tier2,1,10,2,Residential,795000,272.26027397260276,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6085,3080,2.0,4,3.5,3080,Tier2,1,9,2,Residential,775000,251.62337662337663,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6086,1800,1.0,3,1.75,1800,Tier2,1,8,2,Residential,749950,416.6388888888889,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6087,2440,1.5,4,2.75,2440,Tier2,1,7,2,Residential,725000,297.1311475409836,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6088,1880,1.0,3,1.75,1880,Tier2,1,7,2,Residential,725000,385.63829787234044,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6089,2090,2.0,4,2.75,2090,Tier2,1,7,2,Residential,710000,339.7129186602871,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6090,1780,2.0,3,2.25,1780,Tier2,1,8,2,Residential,675000,379.2134831460674,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6091,2860,2.0,4,2.5,2860,Tier2,1,8,2,Residential,650000,227.27272727272728,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6092,1280,1.0,2,1.0,1280,Tier2,1,7,2,Residential,650000,507.8125,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6094,1560,3.0,3,3.0,1560,Tier2,1,8,2,Residential,640000,410.2564102564103,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6095,2910,2.0,3,2.5,2910,Tier2,1,10,2,Residential,610000,209.62199312714776,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6096,2320,2.0,3,2.5,2320,Tier2,1,8,2,Residential,589000,253.8793103448276,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6097,2250,2.0,4,2.5,2250,Tier2,1,8,2,Residential,572650,254.51111111111112,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6098,1810,1.0,3,2.0,1810,Tier2,1,7,2,Residential,555700,307.01657458563534,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6100,2270,1.0,5,2.0,2270,Tier2,1,7,2,Residential,513000,225.99118942731278,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6101,1340,2.0,3,2.0,1340,Tier2,1,7,2,Residential,495000,369.4029850746269,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6102,2010,2.0,3,2.5,2010,Tier2,1,8,2,Residential,490000,243.7810945273632,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6103,1870,1.0,3,1.5,1870,Tier2,1,7,2,Residential,485000,259.3582887700535,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6104,1590,2.0,3,2.5,1590,Tier2,1,8,2,Residential,480000,301.8867924528302,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6105,2260,2.0,3,3.25,2260,Tier2,1,8,2,Residential,477590,211.3230088495575,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6106,2220,2.0,3,2.25,2220,Tier2,1,8,2,Residential,470000,211.7117117117117,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6107,1400,1.0,3,1.75,1400,Tier2,1,7,2,Residential,460000,328.57142857142856,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6108,1500,2.0,3,2.5,1500,Tier2,1,8,2,Residential,457500,305.0,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6109,1980,1.0,4,1.75,1980,Tier2,1,7,2,Residential,450000,227.27272727272728,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6110,1530,2.0,3,2.5,1530,Tier2,1,8,2,Residential,450000,294.11764705882354,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6111,1940,1.0,4,2.0,1940,Tier2,1,7,2,Residential,446000,229.89690721649484,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6112,1120,1.0,3,1.75,1120,Tier2,1,7,2,Residential,445000,397.32142857142856,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6113,1520,2.0,3,2.5,1520,Tier2,1,8,2,Residential,438000,288.1578947368421,0.0,0.0,0.0,Unknown
PROJ_house-price-dataset-of-india_House Price India_cleaned_6114,1330,1.0,2,1.0,1330,Tier2,1,6,2,Residential,417500,313.90977443609023,0.0,0.0,0.0,Unknown
